team,turnovers,blocks,home_team,home_score,away_team,away_score,completions,total_passes,o_line_scores,o_line_points,o_line_posessions,d_line_scores,d_line_points,d_line_posessions,rz_scores,rz_posessions,huck_completions,huck_attempts,season,is_home_team
Flyers,7,5,NY,16,RAL,19,298,305,15,18,19,4,21,8,13.0,14.0,5.0,7.0,2021,False
Growlers,19,9,NY,22,SD,18,286,305,13,23,24,5,20,13,14.0,15.0,5.0,9.0,2021,False
Empire,15,15,NY,22,SD,18,258,273,14,20,28,8,23,10,17.0,19.0,6.0,11.0,2021,True
Union,17,12,CHI,20,RAL,21,265,282,17,23,26,3,23,11,12.0,12.0,4.0,12.0,2021,True
Flyers,17,9,CHI,20,RAL,21,326,343,18,23,31,3,23,7,14.0,20.0,7.0,14.0,2021,False
Royal,13,7,MTL,19,TOR,18,218,231,15,20,27,4,21,6,14.0,18.0,9.0,14.0,2021,True
Rush,15,9,MTL,19,TOR,18,235,250,14,21,22,4,20,11,13.0,15.0,7.0,7.0,2021,False
Rush,14,9,OTT,22,TOR,24,201,215,17,24,30,7,25,10,7.0,9.0,16.0,16.0,2021,False
Outlaws,16,8,OTT,22,TOR,24,230,246,17,25,27,5,24,11,8.0,10.0,14.0,21.0,2021,True
Hustle,12,4,NY,22,ATL,21,246,258,16,24,28,5,23,7,6.0,9.0,10.0,14.0,2021,False
Empire,13,8,NY,22,ATL,21,300,313,17,23,24,5,24,11,18.0,24.0,4.0,7.0,2021,True
Breeze,15,4,DC,16,RAL,19,264,279,13,21,23,3,17,8,8.0,11.0,7.0,13.0,2021,True
Flyers,10,12,DC,16,RAL,19,256,266,13,17,21,6,21,9,12.0,14.0,8.0,13.0,2021,False
Empire,17,12,BOS,17,NY,18,264,281,15,19,28,3,20,7,12.0,20.0,4.0,8.0,2021,False
Glory,19,12,BOS,17,NY,18,225,244,15,20,24,2,19,12,13.0,19.0,7.0,13.0,2021,True
Royal,20,13,TOR,18,MTL,25,198,218,17,19,30,8,27,16,16.0,19.0,10.0,16.0,2021,False
Rush,28,13,TOR,18,MTL,25,169,197,17,27,35,1,19,12,9.0,12.0,8.0,9.0,2021,True
Union,15,10,CHI,21,MIN,19,239,254,16,21,25,5,23,12,14.0,16.0,7.0,11.0,2021,True
Wind Chill,18,11,CHI,21,MIN,19,281,299,15,23,29,4,21,8,13.0,16.0,10.0,14.0,2021,False
Cannons,30,10,TB,16,DC,28,254,284,15,30,42,1,17,4,10.0,13.0,8.0,16.0,2021,True
Breeze,15,19,TB,16,DC,28,254,269,16,17,20,12,30,25,16.0,18.0,9.0,15.0,2021,False
Outlaws,29,13,TOR,23,OTT,13,165,194,11,23,34,2,15,8,8.0,13.0,6.0,10.0,2021,False
Rush,20,16,TOR,23,OTT,13,243,263,13,15,21,9,23,22,15.0,20.0,12.0,12.0,2021,True
Legion,16,5,SD,22,DAL,18,239,255,15,24,29,3,20,5,12.0,17.0,5.0,10.0,2021,False
Growlers,10,11,SD,22,DAL,18,235,245,15,20,21,7,24,13,14.0,15.0,7.0,9.0,2021,True
Royal,20,6,OTT,25,MTL,24,183,203,18,27,36,6,24,9,6.0,7.0,16.0,23.0,2021,False
Outlaws,17,10,OTT,25,MTL,24,222,239,17,24,26,8,27,17,13.0,15.0,8.0,13.0,2021,True
Wind Chill,23,13,MIN,19,MAD,15,259,282,10,16,26,9,21,16,11.0,14.0,7.0,10.0,2021,True
Radicals,28,10,MIN,19,MAD,15,258,286,9,21,27,6,16,16,11.0,17.0,6.0,10.0,2021,False
Royal,17,13,MTL,25,TOR,23,220,237,16,24,29,9,27,13,16.0,17.0,13.0,16.0,2021,True
Rush,20,8,MTL,25,TOR,23,204,224,16,27,31,7,24,12,17.0,18.0,6.0,7.0,2021,False
Spiders,23,4,LA,21,SJ,20,249,272,14,23,28,6,22,15,15.0,19.0,4.0,4.0,2021,False
Aviators,22,13,LA,21,SJ,20,242,264,14,22,30,7,23,13,13.0,20.0,5.0,12.0,2021,True
Breeze,16,9,DC,22,RAL,21,306,322,17,24,27,5,22,11,16.0,19.0,8.0,13.0,2021,True
Flyers,15,7,DC,22,RAL,21,337,352,14,23,27,7,24,10,17.0,19.0,5.0,10.0,2021,False
Union,18,16,DET,19,CHI,29,214,232,18,21,29,11,31,18,15.0,18.0,13.0,21.0,2021,False
Mechanix,26,8,DET,19,CHI,29,271,297,17,31,38,2,21,10,5.0,8.0,9.0,16.0,2021,True
Phoenix,19,5,PHI,19,BOS,22,208,227,17,24,29,2,20,10,7.0,11.0,8.0,12.0,2021,True
Glory,16,8,PHI,19,BOS,22,255,271,16,20,28,6,24,11,15.0,18.0,6.0,9.0,2021,False
Hustle,15,11,PIT,25,ATL,26,241,256,20,28,29,6,28,13,11.0,15.0,12.0,18.0,2021,False
Thunderbirds,17,11,PIT,25,ATL,26,291,308,18,28,35,7,28,8,14.0,16.0,15.0,20.0,2021,True
Spiders,16,8,SD,24,SJ,21,233,249,15,25,26,6,22,11,14.0,19.0,14.0,16.0,2021,False
Growlers,14,7,SD,24,SJ,21,278,292,14,22,27,10,25,11,17.0,19.0,6.0,6.0,2021,True
Glory,12,6,NY,25,BOS,21,205,217,19,27,28,2,23,5,13.0,15.0,6.0,9.0,2021,False
Empire,8,10,NY,25,BOS,21,291,299,18,23,26,7,27,8,16.0,19.0,10.0,13.0,2021,True
Outlaws,21,10,TOR,23,OTT,21,188,209,16,25,31,5,22,11,7.0,7.0,13.0,19.0,2021,False
Rush,19,10,TOR,23,OTT,21,201,220,15,22,28,8,25,15,14.0,17.0,8.0,9.0,2021,True
AlleyCats,21,11,IND,19,MIN,23,219,240,15,25,33,4,20,7,10.0,16.0,8.0,12.0,2021,True
Wind Chill,16,12,IND,19,MIN,23,313,329,15,20,23,8,25,17,16.0,16.0,4.0,8.0,2021,False
Aviators,25,4,LA,17,SD,21,225,250,14,23,31,3,19,12,12.0,14.0,4.0,9.0,2021,True
Growlers,21,18,LA,17,SD,21,259,280,15,19,28,6,23,15,9.0,13.0,5.0,9.0,2021,False
Thunderbirds,20,10,NY,20,PIT,16,256,276,13,22,29,3,16,7,12.0,17.0,2.0,6.0,2021,False
Empire,15,11,NY,20,PIT,16,197,212,13,16,20,7,22,16,13.0,20.0,9.0,10.0,2021,True
Rush,20,9,TOR,19,MTL,20,179,199,14,21,28,5,21,11,12.0,16.0,9.0,10.0,2021,True
Royal,18,8,TOR,19,MTL,20,226,244,15,21,27,4,21,12,10.0,11.0,10.0,16.0,2021,False
Wind Chill,12,7,DET,15,MIN,24,240,252,15,17,20,9,25,16,14.0,16.0,7.0,12.0,2021,False
Mechanix,19,7,DET,15,MIN,24,239,258,13,25,31,2,17,5,7.0,12.0,6.0,12.0,2021,True
Hustle,20,9,RAL,20,ATL,18,177,197,12,22,30,6,19,9,11.0,13.0,6.0,8.0,2021,False
Flyers,18,10,RAL,20,ATL,18,296,314,13,19,22,7,22,17,15.0,18.0,5.0,10.0,2021,True
Spiders,22,15,SJ,20,SEA,16,234,256,13,18,24,7,22,18,10.0,12.0,8.0,17.0,2021,True
Cascades,25,15,SJ,20,SEA,16,250,275,13,22,33,3,18,9,9.0,10.0,7.0,13.0,2021,False
Glory,16,14,BOS,26,PIT,20,197,213,16,22,29,10,28,13,14.0,17.0,15.0,20.0,2021,True
Thunderbirds,22,9,BOS,26,PIT,20,288,310,16,28,31,4,22,12,14.0,18.0,4.0,13.0,2021,False
Empire,16,8,PHI,19,NY,20,281,297,15,21,25,5,21,12,16.0,22.0,6.0,9.0,2021,False
Phoenix,17,8,PHI,19,NY,20,204,221,15,20,27,4,21,9,12.0,13.0,7.0,14.0,2021,True
Royal,20,15,MTL,18,OTT,16,242,262,11,18,26,7,19,13,13.0,19.0,7.0,13.0,2021,True
Outlaws,21,10,MTL,18,OTT,16,177,198,11,19,24,5,18,14,11.0,14.0,12.0,15.0,2021,False
Outlaws,26,9,OTT,18,MTL,22,176,202,15,24,37,3,20,10,11.0,14.0,8.0,8.0,2021,True
Royal,23,15,OTT,18,MTL,22,262,285,15,20,26,7,24,20,12.0,14.0,9.0,14.0,2021,False
Thunderbirds,28,11,PIT,16,DC,25,218,246,11,26,35,5,17,9,10.0,11.0,7.0,10.0,2021,True
Breeze,18,16,PIT,16,DC,25,257,275,11,17,21,14,26,24,15.0,19.0,8.0,13.0,2021,False
Rush,21,11,MTL,18,TOR,16,197,218,13,20,28,3,18,10,11.0,14.0,6.0,12.0,2021,False
Royal,18,13,MTL,18,TOR,16,288,306,13,18,24,5,20,14,13.0,14.0,6.0,11.0,2021,True
Cannons,14,9,ATL,20,TB,21,269,283,18,21,25,3,23,11,13.0,15.0,10.0,12.0,2021,False
Hustle,15,7,ATL,20,TB,21,207,222,19,23,31,1,21,6,6.0,10.0,6.0,9.0,2021,True
Cascades,28,10,SEA,15,SJ,23,236,264,12,25,32,3,16,11,9.0,15.0,4.0,12.0,2021,True
Spiders,19,11,SEA,15,SJ,23,227,246,13,16,23,10,25,19,13.0,14.0,4.0,9.0,2021,False
Flyers,19,8,NY,24,RAL,23,326,345,19,26,33,4,26,9,14.0,21.0,7.0,12.0,2021,False
Empire,19,10,NY,24,RAL,23,293,312,18,26,31,6,26,13,12.0,16.0,5.0,10.0,2021,True
Growlers,16,16,SD,24,LA,17,228,244,17,19,26,7,26,14,18.0,21.0,5.0,5.0,2021,True
Aviators,23,7,SD,24,LA,17,295,318,17,26,33,0,19,7,9.0,18.0,8.0,13.0,2021,False
Union,23,13,CHI,22,DET,18,226,249,14,17,24,6,22,19,12.0,20.0,7.0,12.0,2021,True
Mechanix,25,11,CHI,22,DET,18,244,269,13,22,34,3,18,9,6.0,8.0,6.0,10.0,2021,False
Sol,21,12,AUS,22,DAL,23,225,246,17,25,31,5,23,12,18.0,19.0,7.0,13.0,2021,True
Legion,19,10,AUS,22,DAL,23,212,231,16,23,30,7,25,13,11.0,14.0,10.0,17.0,2021,False
Glory,14,6,BOS,18,RAL,19,280,294,14,21,26,4,20,6,17.0,18.0,1.0,4.0,2021,True
Flyers,13,5,BOS,18,RAL,19,252,265,14,20,22,5,21,11,16.0,19.0,5.0,10.0,2021,False
Breeze,20,10,PHI,13,DC,20,358,378,12,15,24,8,20,16,15.0,18.0,3.0,11.0,2021,False
Phoenix,26,11,PHI,13,DC,20,166,192,10,18,28,3,15,12,8.0,9.0,5.0,12.0,2021,True
Legion,22,12,DAL,15,SJ,14,270,292,7,16,23,8,17,15,8.0,12.0,6.0,12.0,2021,True
Spiders,23,13,DAL,15,SJ,14,180,203,9,17,24,5,16,13,9.0,14.0,6.0,10.0,2021,False
Aviators,26,17,LA,20,SEA,15,228,254,10,17,27,10,20,21,16.0,19.0,7.0,11.0,2021,True
Cascades,31,9,LA,20,SEA,15,243,274,10,20,31,5,17,15,10.0,16.0,5.0,14.0,2021,False
Sol,16,19,AUS,25,SJ,15,285,301,13,17,20,12,27,22,21.0,25.0,3.0,8.0,2021,True
Spiders,25,12,AUS,25,SJ,15,186,211,13,27,35,2,17,5,9.0,12.0,5.0,13.0,2021,False
Cascades,19,11,SD,21,SEA,20,282,301,17,22,30,3,22,9,14.0,16.0,5.0,10.0,2021,False
Growlers,18,9,SD,21,SEA,20,250,268,17,22,28,4,22,12,13.0,14.0,4.0,5.0,2021,True
Hustle,6,7,ATL,27,PIT,22,199,205,20,23,25,7,29,9,11.0,11.0,14.0,16.0,2021,True
Thunderbirds,13,5,ATL,27,PIT,22,344,357,20,29,31,2,23,4,14.0,16.0,7.0,11.0,2021,False
Breeze,10,13,DC,22,PHI,12,388,398,14,14,18,8,23,15,15.0,20.0,5.0,9.0,2021,True
Phoenix,21,4,DC,22,PHI,12,244,265,12,23,29,0,14,4,6.0,8.0,7.0,12.0,2021,False
Cannons,19,4,TB,18,NY,25,240,259,15,27,31,3,19,7,14.0,16.0,7.0,11.0,2021,True
Empire,12,11,TB,18,NY,25,255,267,15,19,23,10,27,15,16.0,19.0,8.0,10.0,2021,False
Radicals,17,14,DET,15,MAD,23,241,258,12,17,22,11,24,19,15.0,20.0,10.0,13.0,2021,False
Mechanix,24,6,DET,15,MAD,23,235,259,11,24,31,4,17,9,6.0,8.0,6.0,11.0,2021,True
AlleyCats,27,14,MIN,17,IND,16,246,273,13,19,30,3,18,13,6.0,12.0,7.0,13.0,2021,False
Wind Chill,25,8,MIN,17,IND,16,271,296,13,18,27,4,19,15,15.0,19.0,4.0,15.0,2021,True
Thunderbirds,17,7,RAL,20,PIT,17,269,286,16,22,29,1,19,6,10.0,13.0,5.0,10.0,2021,False
Flyers,14,8,RAL,20,PIT,17,208,222,16,19,24,4,22,11,10.0,13.0,12.0,14.0,2021,True
Radicals,16,8,MAD,18,CHI,23,310,326,16,25,30,2,20,4,17.0,21.0,0.0,4.0,2021,True
Union,10,7,MAD,18,CHI,23,272,282,17,20,22,6,25,11,16.0,18.0,6.0,7.0,2021,False
Royal,25,8,MTL,19,OTT,26,225,250,19,26,34,0,21,10,16.0,25.0,6.0,10.0,2021,True
Outlaws,19,15,MTL,19,OTT,26,242,261,21,21,31,5,26,15,7.0,8.0,11.0,13.0,2021,False
Rush,19,7,OTT,27,TOR,24,224,243,21,28,33,3,25,10,16.0,19.0,8.0,13.0,2021,False
Outlaws,15,7,OTT,27,TOR,24,223,238,22,25,32,5,28,10,12.0,15.0,15.0,15.0,2021,True
Sol,24,10,AUS,17,SD,21,306,330,12,23,29,5,19,12,11.0,18.0,7.0,14.0,2021,True
Growlers,19,15,AUS,17,SD,21,214,233,12,19,25,9,23,16,8.0,10.0,7.0,8.0,2021,False
Empire,17,10,ATL,22,NY,21,342,359,17,24,30,4,22,8,16.0,19.0,6.0,11.0,2021,False
Hustle,14,9,ATL,22,NY,21,196,210,16,22,25,6,24,12,7.0,11.0,9.0,13.0,2021,True
Spiders,24,14,SJ,18,LA,20,172,196,13,22,32,5,20,11,6.0,8.0,13.0,18.0,2021,True
Aviators,18,10,SJ,18,LA,20,249,267,14,20,24,6,22,15,14.0,18.0,4.0,6.0,2021,False
AlleyCats,29,16,DET,13,IND,19,173,202,12,15,27,6,20,22,12.0,15.0,6.0,6.0,2021,False
Mechanix,34,16,DET,13,IND,19,220,254,11,20,34,2,15,15,8.0,13.0,5.0,10.0,2021,True
Union,20,8,MIN,16,CHI,20,211,231,14,17,22,6,22,18,17.0,20.0,7.0,12.0,2021,False
Wind Chill,23,13,MIN,16,CHI,20,259,282,15,22,33,1,17,6,9.0,14.0,10.0,13.0,2021,True
Glory,17,11,TB,23,BOS,26,244,261,20,25,31,6,28,13,16.0,20.0,6.0,13.0,2021,False
Cannons,20,9,TB,23,BOS,26,209,229,20,28,34,3,25,9,11.0,12.0,9.0,14.0,2021,True
Legion,16,11,DAL,19,SD,15,306,322,13,17,20,6,21,15,14.0,16.0,5.0,12.0,2021,True
Growlers,19,3,DAL,19,SD,15,151,170,12,21,28,3,17,7,6.0,7.0,4.0,13.0,2021,False
Aviators,15,13,SEA,16,LA,21,254,269,14,17,23,7,23,15,15.0,17.0,7.0,11.0,2021,False
Cascades,22,9,SEA,16,LA,21,270,292,14,23,30,2,17,8,13.0,16.0,4.0,11.0,2021,True
Union,9,8,CHI,24,IND,18,284,293,15,20,22,9,26,12,18.0,21.0,5.0,8.0,2021,True
AlleyCats,17,4,CHI,24,IND,18,297,314,15,26,29,3,20,7,13.0,14.0,5.0,13.0,2021,False
Growlers,25,10,SD,21,AUS,20,156,181,14,21,33,7,23,14,14.0,19.0,6.0,6.0,2021,True
Sol,27,17,SD,21,AUS,20,267,294,14,23,29,6,21,18,14.0,19.0,8.0,17.0,2021,False
Flyers,16,14,PIT,16,RAL,27,227,243,17,18,24,10,27,19,19.0,21.0,11.0,19.0,2021,False
Thunderbirds,27,7,PIT,16,RAL,27,274,301,15,28,37,1,17,6,10.0,14.0,6.0,9.0,2021,True
Radicals,17,10,MAD,17,IND,16,342,359,9,18,22,8,19,14,13.0,16.0,0.0,5.0,2021,True
AlleyCats,18,11,MAD,17,IND,16,235,253,10,19,24,5,18,9,6.0,9.0,8.0,13.0,2021,False
Mechanix,30,6,MIN,25,DET,12,286,316,10,27,38,2,13,7,7.0,13.0,5.0,12.0,2021,False
Wind Chill,18,19,MIN,25,DET,12,207,225,11,13,18,14,27,25,15.0,20.0,10.0,13.0,2021,True
Spiders,15,3,SJ,20,DAL,23,151,166,17,24,29,3,21,6,9.0,11.0,12.0,16.0,2021,True
Legion,12,9,SJ,20,DAL,23,375,387,17,21,24,6,25,12,18.0,21.0,6.0,11.0,2021,False
Sol,25,8,LA,20,AUS,21,294,319,13,22,33,8,23,14,14.0,21.0,6.0,10.0,2021,False
Aviators,26,13,LA,20,AUS,21,182,208,14,23,28,6,22,18,9.0,15.0,6.0,10.0,2021,True
Hustle,15,11,DC,13,ATL,17,169,184,9,15,17,8,19,17,10.0,10.0,7.0,8.0,2021,False
Breeze,20,10,DC,13,ATL,17,419,439,7,19,26,5,15,7,7.0,10.0,2.0,7.0,2021,True
Cascades,14,6,SEA,22,DAL,18,189,203,15,20,24,7,24,12,16.0,18.0,11.0,17.0,2021,True
Legion,17,10,SEA,22,DAL,18,312,329,15,24,29,3,20,7,14.0,16.0,2.0,7.0,2021,False
Hustle,16,12,PHI,15,ATL,20,214,230,14,17,24,6,22,14,10.0,16.0,5.0,10.0,2021,False
Phoenix,22,7,PHI,15,ATL,20,263,285,14,21,29,1,17,9,6.0,7.0,8.0,14.0,2021,True
Union,17,11,CHI,18,MIN,20,236,253,13,20,22,5,20,13,17.0,18.0,4.0,9.0,2021,True
Wind Chill,15,9,CHI,18,MIN,20,334,349,15,20,28,5,20,7,15.0,18.0,7.0,7.0,2021,False
Flyers,14,13,RAL,31,TB,19,218,232,19,21,25,12,33,20,19.0,21.0,10.0,14.0,2021,True
Cannons,27,9,RAL,31,TB,19,247,274,17,33,40,2,21,6,9.0,11.0,9.0,15.0,2021,False
Phoenix,16,7,BOS,22,PHI,23,243,259,16,24,30,7,25,10,10.0,12.0,8.0,9.0,2021,False
Glory,19,11,BOS,22,PHI,23,261,280,16,25,28,6,24,13,19.0,27.0,4.0,8.0,2021,True
AlleyCats,14,2,IND,18,MIN,25,239,253,17,26,30,1,20,2,12.0,14.0,6.0,10.0,2021,True
Wind Chill,7,7,IND,18,MIN,25,393,400,17,20,20,7,26,12,20.0,24.0,4.0,5.0,2021,False
Hustle,20,9,ATL,14,DC,19,196,216,11,21,26,3,16,8,7.0,11.0,4.0,5.0,2021,True
Breeze,15,14,ATL,14,DC,19,336,351,9,16,21,10,21,15,11.0,14.0,7.0,11.0,2021,False
Union,18,10,MAD,19,CHI,16,270,288,13,21,26,3,18,9,9.0,14.0,4.0,6.0,2021,False
Radicals,16,6,MAD,19,CHI,16,332,348,13,18,24,6,21,12,16.0,24.0,2.0,3.0,2021,True
Legion,25,13,DAL,21,AUS,20,189,214,15,22,28,6,24,20,8.0,11.0,11.0,16.0,2021,True
Sol,27,9,DAL,21,AUS,20,247,274,15,24,36,5,22,11,12.0,23.0,7.0,12.0,2021,False
